Company,Valuation (B),Date Joined,Country,CityÂ ,First Category Industry,Second Category Industry,Third Category Industry,First Category Investor,Second Category Investor,Third Category Investor,Fourth Category Investor
Zume,$2.25,2018-01-11,US,Mountain View,Consumer, retail,NULL,Softbank Group, AME Cloud Ventures, SignalFire,NULL
Algolia,$2.25,2021-07-28,US,San Francisco,Internet software, services,NULL,Accel, Alven Capital, Storm Ventures,NULL
Pattern,$2.25,2021-06-10,US,Lehi,Internet software, services,NULL,Knox Lane, Ainge Advisory, Carlson Private Capital Partners,NULL
Newfront Insurance,$2.20,2022-12-04,US,San Francisco,Fintech,NULL,NULL,Founders Fund, Meritech Capital Partners, GS Growth,NULL
NuCom Group,$2.20,2018-02-22,Germany,Unterfoehring,Other,NULL,NULL,General Atlantic,NULL,NULL,NULL
MUSINSA,$2.20,2019-11-11,South Korea,Seoul,E-commerce, direct-to-consumer,NULL,Sequoia Capital,NULL,NULL,NULL
Current,$2.20,2021-04-27,US,New York,Fintech,NULL,NULL,Expa, QED Investors, Foundation Capital,NULL
Bitso,$2.20,2021-05-05,Mexico,Mexico City,Fintech,NULL,NULL,Pantera Capital, QED Investors, Coinbase Ventures,NULL
Gympass,$2.20,2019-12-06,US,New York,Internet software, services,NULL,General Atlantic, SoftBank Group, Atomico,NULL
Dialpad,$2.20,2020-06-10,US,San Francisco,Internet software, services,NULL,Andreessen Horowitz, Google Ventures, Section 32,NULL
G7 Networks,$2.20,2022-02-15,China,Beijing,Supply chain, logistics, delivery,Eastern Bell Capital 32, SDIC CMC Investment Management, Trustbridge Partners,NULL
BloomReach,$2.20,2022-02-23,US,Mountain View,Artificial intelligence,NULL,NULL,Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners,NULL
Motif FoodWorks,$2.20,2021-06-16,US,Boston,Consumer, retail,NULL,General Atlantic, Breakthrough Energy Ventures, Viking Global Investors,NULL
Huaqin Telecom Technology,$2.19,2019-08-10,China,Shanghai,Mobile, telecommunications,NULL,Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital,NULL
Accelerant,$2.19,2022-12-01,UK,Colchester,Other,NULL,NULL,Deer Park Road, Altamont Capital Partners, Eldridge,NULL
Hesai Tech,$2.18,2020-01-08,China,Shanghai,Artificial intelligence,NULL,NULL,Lightspeed China Partners, Baidu Ventures, Qiming Venture Partners,NULL
YITU Technology,$2.17,2018-08-03,China,Shanghai,Artificial intelligence,NULL,NULL,Sequoia Capital China, Banyan Capital,NULL,NULL
Addepar,$2.17,2021-06-15,US,Mountain View,Fintech,NULL,NULL,8VC, D1 Capital Partners, Sway Ventures,NULL
Qualia,$2.17,2020-12-21,US,San Francisco,Fintech,NULL,NULL,8VC, Menlo Ventures, Tiger Global Management,NULL
Neo4j,$2.00,2021-06-17,US,San Mateo,Data management, analytics,NULL,Eight Roads Ventures, One Peak Partners, Creandum,NULL
CloudWalk,$2.15,2021-08-09,Brazil,Sao Paulo,Fintech,NULL,NULL,Plug and Play Ventures, Valor Capital Group, DST Global,NULL
CoinDCX,$2.15,2021-10-08,India,Maharashtra,Fintech,NULL,NULL,Polychain Capital, Coinbase Ventures, Jump Capital,NULL
FirstCry,$2.10,2020-07-02,India,Pune,E-commerce, direct-to-consumer,NULL,SoftBank Group, SAIF Partners India, Valiant Capital Partners,NULL
Eightfold.ai,$2.10,2020-10-27,US,Santa Clara,Internet software, services,NULL,Foundation Capital, Institutional Venture Partners, General Catalyst,NULL
Urban Company,$2.10,2021-04-27,India,Gurgaon,E-commerce, direct-to-consumer,NULL,VY Capital, Accel, Elevation Capital,NULL
ReCharge,$2.10,2021-06-05,US,Los Angeles,Fintech,NULL,NULL,ICONIQ Growth, Bain Capital Ventures, Summit Partners,NULL
Moveworks,$2.10,2021-06-30,US,Mountain View,Artificial intelligence,NULL,NULL,Lightspeed Venture Partners, Sapphire Ventures, Kleiner Perkins Caufield & Byers,NULL
Medable,$2.10,2021-10-26,US,Palo Alto,Health,NULL,NULL,GSR Ventures, Sapphire Ventures, Streamlined Ventures,NULL
GoCardless,$2.10,2022-08-02,UK,London,Fintech,NULL,NULL,Accel, Passion Capital, Balderton Capital,NULL
Forto,$2.10,2021-06-21,Germany,Berlin,Supply chain, logistics, delivery,Cherry Ventures, Northzone Ventures, Global Founders Capital,NULL
Jeeves,$2.10,2022-03-14,US,Orlando,Fintech,NULL,NULL,Tencent Holdings, CRV, Clocktower Technology Ventures,NULL
Babel Finance,$2.00,2022-05-25,Hong Kong,Hong Kong,Fintech,NULL,NULL,Dragonfly Capital, BAI Capital, 10T Fund,NULL
Trendy Group International,$2.00,2012-02-13,Hong Kong,Kowloon,Consumer, retail,NULL,L Capital Partners,NULL,NULL,NULL
Avant,$2.00,2012-12-17,US,Chicago,Artificial intelligence,NULL,NULL,RRE Ventures, Tiger Global, August Capital,NULL
Tubatu.com,$2.00,2015-09-03,China,Shenzhen,E-commerce, direct-to-consumer,NULL,Sequoia Capital China, Matrix Partners China, 58.com,NULL
BlaBlaCar,$2.00,2015-09-16,France,Paris,Auto, transportation,NULL,Accel Partners, Index Ventures, Insight Venture Partners,NULL
HuiMin,$2.00,2016-05-09,China,Beijing,E-commerce, direct-to-consumer,NULL,Zheshang Venture Capital, GP Capital, Western Capital Management,NULL
Quora,$2.00,2017-04-21,US,Mountain View,Internet software, services,NULL,Y Combinator, Matrix Partners, Benchmark,NULL
Improbable,$1.00,2017-11-05,UK,London,Other,NULL,NULL,Andreessen Horowitz, SoftBank Group, Temasek Holdings,NULL
Preferred Networks,$2.00,2018-05-17,Japan,Tokyo,Artificial intelligence,NULL,NULL,Toyota Motor Corporation, Mizuho Financial Group, FANUC,NULL
Formlabs,$2.00,2018-01-08,US,Somerville,Hardware,NULL,NULL,Pitango Venture Capital, DFJ Growth Fund, Foundry Group,NULL
4Paradigm,$2.00,2018-12-19,China,Beijing,Artificial intelligence,NULL,NULL,Sequoia Capital China, China Construction Bank, Bank of China,NULL
Calm,$2.00,2019-06-02,US,San Francisco,Internet software, services,NULL,Insight Venture Partners, TPG Growth, Sound Ventures,NULL
Kaseya,$2.00,2019-03-27,US,Miami,Cybersecurity,NULL,NULL,Insight Partners, TPG Alternative & Renewable Technologies, Ireland Strategic Investment Fund,NULL
Mafengwo,$2.00,2019-05-23,China,Beijing,Travel,NULL,NULL,Qiming Venture Partners, Capital Today, General Atlantic,NULL
Druva,$2.00,2019-06-20,US,Sunnyvale,Data management, analytics,NULL,Nexus Venture Partners, Tenaya Capital, Sequoia Capital,NULL
Kujiale,$2.00,2019-10-25,China,Hangzhou,Internet software, services,NULL,GGV Capital, IDG Capital, Linear Venture,NULL
AppsFlyer,$2.00,2020-01-21,US,San Francisco,Mobile, telecommunications,NULL,Magma Venture Partners, Pitango Venture Capital, Qumra Capital,NULL
Keep,$2.00,2020-05-19,China,Beijing,Internet software, services,NULL,Bertelsmann Asia Investments, GGV Capital, Morningside Venture Capital,NULL
Redis Labs,$2.00,2020-08-25,US,Mountain View,Data management, analytics,NULL,Viola Ventures, Dell Technologies Capital, Bain Capital Ventures,NULL
Xingyun Group,$2.00,2020-09-24,China,Shenzhen,E-commerce, direct-to-consumer,NULL,Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings,NULL
Unqork,$2.00,2020-06-10,US,New York,Fintech,NULL,NULL,Blackrock, capitalG, World Lab Innovation,NULL
Virta Health,$2.00,2020-02-12,US,San Francisco,Health,NULL,NULL,Caffeinated Capital, Obvious Ventures, Venrock,NULL
ISN,$2.00,2020-12-17,US,Dallas,Supply chain, logistics, delivery,Blackstone,NULL,NULL,NULL
Earnix,$2.00,2021-02-21,Israel,Giv'atayim,Fintech,NULL,NULL,Jerusalem Venture Partners, Israel Growth Partners, Insight Partners,NULL
Guoquan Shihui,$2.00,2021-03-17,China,Shanghai,Consumer, retail,NULL,Tiantu Capital, CMB International Capital, Vision Knight Capital,NULL
Clearco,$2.00,2021-04-20,Canada,Toronto,Fintech,NULL,NULL,Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners,NULL
Hive,$2.00,2021-04-21,US,San Francisco,Artificial intelligence,NULL,NULL,Tomales Bay Capital, Bain & Company, General Catalyst,NULL
KRY,$2.00,2021-04-27,Sweden,Stockholm,Health,NULL,NULL,Index Ventures, Creandum, Accel,NULL
Kajabi,$2.00,2021-04-05,US,Irvine,Internet software, services,NULL,Meritech Capital Partners, Tiger Global Management, Spectrum Equity,NULL
Ethos,$2.70,2021-11-05,US,San Francisco,Fintech,NULL,NULL,Sequoia Capital, Google Ventures, Accel,NULL
PayFit,$2.10,2022-06-01,UK,London,Fintech,NULL,NULL,Accel, frst, Kima Ventures,NULL
Beisen,$2.00,2021-11-05,China,Beijing,Internet software, services,NULL,Matrix Partners China, Sequoia Capital China, Genesis Capital,NULL
Pipe,$2.00,2021-05-19,US,Miami,Fintech,NULL,NULL,next47, MaC Venture Capital, FinVC,NULL
Iterable,$2.00,2021-06-15,US,San Francisco,Internet software, services,NULL,CRV, Blue Cloud Ventures, Index Ventures,NULL
Bunq,$2.00,2021-06-18,Netherlands,Amsterdam,Fintech,NULL,NULL,Undisclosed,NULL,NULL,NULL
Clip,$2.00,2021-10-06,Mexico,Mexico City,Fintech,NULL,NULL,Alta Ventures Mexico, General Atlantic, SoftBank Group,NULL
Loggi,$2.00,2019-05-06,Brazil,Sao Paulo,Supply chain, logistics, delivery,Qualcomm Ventures, SoftBank Group. Monashees+,NULL,NULL
MURAL,$2.00,2021-07-20,US,San Francisco,Internet software, services,NULL,Insight Partners, Tiger Global Management, Gradient Ventures,NULL
OCSiAl,$2.00,2019-04-03,Luxembourg,Leudelange,Other,NULL,NULL,A&NN, Rusnano,NULL,NULL
XtalPi,$2.00,2021-11-08,China,Shenzhen,Artificial intelligence,NULL,NULL,Tencent Holdings, 5Y Capital, Sequoia Capital China,NULL
Divvy Homes,$2.00,2021-08-13,US,San Francisco,Fintech,NULL,NULL,Andreessen Horowitz, Caffeinated Capital, SciFi VC,NULL
Apeel Sciences,$2.00,2020-05-26,US,Goleta,Other,NULL,NULL,Upfront Ventures, Tao Capital Partners, Andreessen Horowitz,NULL
Opay,$2.00,2021-08-23,Nigeria,Lagos,Fintech,NULL,NULL,Sequoia Capital China, Source Code Capital, Redpoint Ventures China,NULL
Aviatrix,$2.00,2021-08-09,US,Santa Clara,Internet software, services,NULL,Ignition Partners, Formation 8, CRV,NULL
SmartNews,$2.00,2019-05-08,Japan,Tokyo,Mobile, telecommunications,NULL,Japan Post Capital, Globis Capital Partners, Atomico,NULL
Misfits Market,$2.00,2021-04-21,US,Pennsauken,Supply chain, logistics, delivery,Accel, D1 Capita Partners, Greenoaks Capital Management,NULL
Spring Health,$2.00,2021-09-16,US,New York,Health,NULL,NULL,Rethink Impact, Work-Bench, RRE Ventures,NULL
Black Sesame Technologies,$2.00,2021-09-22,China,Shanghai,Artificial intelligence,NULL,NULL,Northern Light Venture Capital, Xiaomi, FutureX Capital,NULL
Advance Intelligence Group,$2.00,2021-09-23,Singapore,Artificial intelligence,Vision Plus Capital, GSR Ventures, ZhenFund,NULL,NULL,NULL,NULL
Modern Treasury,$2.00,2021-06-10,US,San Francisco,Fintech,NULL,NULL,Benchmark, Altimeter Capital, Quiet Capital,NULL
Magic Leap,$2.00,2014-10-21,US,Plantation,Hardware,NULL,NULL,Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz,NULL
Tier,$2.00,2021-10-25,Germany,Berlin,Travel,NULL,NULL,Northzone Ventures, White Star Capital, Novator Partners,NULL
ClickHouse,$2.00,2021-10-28,US,Portola Valley,Data management, analytics,NULL,Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital,NULL
Mynt,$2.00,2021-01-11,Philippines,Taguig City,Fintech,NULL,NULL,Insight Partners, Warburg Pincus, Ayala Corporation,NULL
Everlaw,$2.00,2020-10-03,US,Oakland,Internet software, services,NULL,K9 Ventures, Menlo Ventures, Andreessen Horowitz,NULL
Zilch,$2.00,2021-10-11,UK,London,Fintech,NULL,NULL,Gauss Ventures, Ventura Capital, dmg ventures,NULL
VerbIT,$2.00,2021-08-06,US,New York,Artificial intelligence,NULL,NULL,ClalTech, Vertex Ventures, Oryzn Capital,NULL
StarkWare,$8.00,2021-11-17,Israel,Netanya,Cybersecurity,NULL,NULL,Sequoia Capital, Paradigm, Pantera Capital,NULL
Netlify,$2.00,2021-11-17,US,San Francisco,Internet software, services,NULL,Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures,NULL
SWORD Health,$2.00,2021-11-22,US,New York,Health,NULL,NULL,Khosla Ventures, Green Innovations, Founders Fund,NULL
LTK,$2.00,2021-11-22,US,Dallas,Internet software, services,NULL,SoftBank Group, Maverick Capital,NULL,NULL
Trax,$2.00,2019-07-22,Singapore,Artificial intelligence,Hopu Investment Management, Boyu Capital, DC Thomson Ventures,NULL,NULL,NULL,NULL
Exotec,$2.00,2022-01-17,France,Croix,Hardware,NULL,NULL,Breega Capital, Iris Capital, 360 Capital Partners,NULL
Dremio,$2.00,2021-06-01,US,Santa Clara,Data management, analytics,NULL,Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners,NULL
Akulaku,$2.00,2022-02-15,Indonesia,Jakarta,E-commerce, direct-to-consumer,NULL,DCM Ventures, IDG Capital, Siam Commercial Bank,NULL
Cloudinary,$2.00,2022-02-15,US,Santa Clara,Internet software, services,NULL,Blackstone, Bessemer Venture Partners,NULL,NULL
Lunar,$2.00,2021-12-07,Denmark,Aarhus,Fintech,NULL,NULL,SEED Capital, Greyhound Capital, Socii Capital,NULL
UpGrad,$2.25,2021-09-08,India,Mumbai,Edtech,NULL,NULL,Qualcomm Ventures, Accel, Canaan Partners,NULL
Salsify,$2.00,2022-04-13,US,Boston,Internet software, services,NULL,Matrix Partners, North Bridge Venture Partners, Venrock,NULL
CertiK,$2.00,2022-03-31,US,New York,Cybersecurity,NULL,NULL,Tiger Global Management, Lightspeed Venture Partners, Hillhouse Capital Management,NULL
ROX Motor,$2.00,2022-04-29,China,Shanghai,Auto, transportation,NULL,Sequoia Capital China, IDG Capital, Qiming Venture Partners,NULL
Hugging Face,$2.00,2022-09-05,US,New York,Artificial intelligence,NULL,NULL,Betaworks Ventures, Addition, Lux Capital,NULL
Devo Technology,$2.00,2021-10-26,US,Cambridge,Data management, analytics,NULL,Insight Partners, Kibo Ventures, Bessemer Venture Partners,NULL
Rimac Automobili,$2.00,2022-01-06,Croatia,Sveta Nedelja,Auto, transportation,NULL,Porsche," 	InvestIndustrial", SoftBank Group,NULL
Geek+,$2.00,2018-11-21,China,Beijing,Hardware,NULL,NULL,Volcanics Ventures, Vertex Ventures China, Warburg Pincus,NULL
ZigBang,$1.93,2022-07-06,South Korea,Seoul,Mobile, telecommunications,NULL,Black Pearl Ventures, Stonebridge Ventures, Yuanta Investment Korea,NULL
Ankorstore,$1.98,2022-10-01,France,Paris,E-commerce, direct-to-consumer,NULL,Global Founders Capital, Aglae Ventures, Alven Capital,NULL
Fenbi Education,$1.95,2021-07-02,China,Beijing,Edtech,NULL,NULL,Trustbridge Partners, Hony Capital, IDG Capital,NULL
Rokt,$1.95,2021-12-16,US,New York,Internet software, services,NULL,Square Peg Capital, TDM Growth Partners, Tiger Global Management,NULL
InVision,$1.90,2017-01-11,US,New York,Internet software, services,NULL,FirstMark Capital, Tiger Global Management, ICONIQ Capital,NULL
eDaili,$1.90,2019-01-02,China,Shanghai,E-commerce, direct-to-consumer,NULL,K2VC, Lightspeed China Partners, Sky9 Capital,NULL
MX Technologies,$1.90,2021-01-13,US,Lehi,Fintech,NULL,NULL,Point72 Ventures, Pelion Venture Partners, Commerce Ventures,NULL
Aledade,$1.90,2021-01-19,US,Bethesda,Health,NULL,NULL,Venrock, CVF Capital Partners, ARCH Venture Partners,NULL
CoinSwitch Kuber,$1.90,2021-06-10,India,Bangalore,Fintech,NULL,NULL,Tiger Global Management, Sequoia Capital India, Ribbit Capital,NULL
Acorns,$1.90,2022-09-03,US,Irvine,Fintech,NULL,NULL,e.ventures, Bain Capital Ventures, Greycroft,NULL
Roofstock,$1.94,2022-10-03,US,Oakland,Fintech,NULL,NULL,Khosla Ventures, Bain Capital Ventures, Lightspeed Venture Partners,NULL
thatgamecompany,$1.94,2022-03-03,US,Los Angeles,Internet software, services,NULL,Benchmark, Sequoia Capital, TPG Capital,NULL
ConcertAI,$1.90,2022-03-29,US,Boston,Artificial Intelligence,NULL,NULL,Sixth Street Partners, Declaration Partners, Maverick Ventures Israel,NULL
Material Bank,$1.90,2022-06-05,US,Boca Raton,E-commerce, direct-to-consumer,NULL,Bain Capital Ventures, SoftBank Group, Fifth Wall Ventures,NULL
Volocopter,$1.87,2022-04-03,Germany,Bruchsal,Auto, transportation,NULL,btov Partners, Geely, Intel Capital,NULL
ENOVATE,$1.85,2019-04-15,China,Shanghai,Auto, transportation,NULL,Automobile Industry Guidance Fund,NULL,NULL,NULL
MEGAZONE,$1.83,2022-08-16,South Korea,Seoul,Internet,NULL,NULL,Salesforce Ventures, ATP Investment, kt investment,NULL
CFGI,$1.85,2021-09-15,US,Boston,Fintech,NULL,NULL,The Carlyle Group, CVC Capital Partners,NULL,NULL
ZocDoc,$1.80,2015-08-20,US,New York,Health,NULL,NULL,Founders Fund, Khosla Ventures, Goldman Sachs,NULL
Diamond Foundry,$1.80,2021-03-29,US,San Francisco,Other,NULL,NULL,Fashion Tech Lab, Fidelity Investments, Vast Ventures,NULL
FullStory,$1.80,2021-04-08,US,Atlanta,Internet software, services,NULL,Google Ventures, Kleiner Perkins Caufield & Byers, Stripes Group,NULL
Lightricks,$1.80,2019-07-31,Israel,Jerusalem,Artificial intelligence,NULL,NULL,Viola Ventures, Insight Partners, ClalTech, Goldman Sachs
Opentrons,$1.80,2021-09-23,US,New York,Hardware,NULL,NULL,SOSV, Khosla Ventures, Lerer Hippeau,NULL
Slice,$1.80,2021-11-28,India,Bengaluru,Fintech,NULL,NULL,Gunosy Capital, Blume Ventures, Das Capital,NULL
Cambrian BioPharma,$1.79,2021-10-26,US,Brooklyn,Health,NULL,NULL,Future Ventures, Apeiron Investment Group, Moore Capital Management,NULL
AIWAYS,$1.78,2018-04-16,China,Shanghai,Auto, transportation,NULL,Jiangsu Sha Steel Group, Shanghai Puyin Industry, Funa Yuanchuang Technology,NULL
Trulioo,$1.75,2021-07-06,Canada,Vancouver,Cybersecurity,NULL,NULL,Blumberg Capital, American Express Ventures, BDC Venture Capital,NULL
Spinny,$1.75,2021-11-24,India,Gurugram,E-commerce, direct-to-consumer,NULL,General Catalyst, Eleation Capital, Avenir Growth Capital,NULL
Crusoe,$1.75,2022-04-21,US,Denver,Internet software, services,NULL,Bain Capital Ventures, Founders Fund, Winklevoss Capital,NULL
Orca Security,$1.80,2021-03-23,US,Portland,Cybersecurity,NULL,NULL,YL Ventures, Redpoint Ventures, GGV Capital,NULL
Apus Group,$1.73,2015-01-16,China,Beijing,Mobile, telecommunications,NULL,Redpoint Ventures, QiMing Venture Partners, Chengwei Capital,NULL
AlphaSense,$1.70,2022-06-15,US,New York,Artificial intelligence,NULL,NULL,Viking Global Investors, GS Growth, BlackRock,NULL
Harry's,$1.70,2018-02-16,US,New York,Consumer, retail,NULL,Thrive Capital, Tiger Global Management, Temasek,NULL
PAX,$1.70,2018-10-22,US,San Francisco,Consumer, retail,NULL,Tao Capital Partners, Global Asset Capital, Tiger Global Management,NULL
DispatchHealth,$1.70,2021-03-03,US,Denver,Health,NULL,NULL,Alta Partners, Questa Capital, Echo Health Ventures,NULL
Saliogen Therapeutics,$1.70,2021-07-12,US,Cambridge,Health,NULL,NULL,PBM Capital Group, T. Rowe Price, D1 Capital Partners,NULL
Pax8,$1.70,2022-11-04,US,Greenwood Village,Internet software, services,NULL,Liberty Global Ventures, Sageview Capital, Blue Cloud Ventures,NULL
Multiverse,$1.70,2022-08-06,UK,London,Edtech,NULL,NULL,Lightspeed Venture Partners, Google Ventures, General Catalyst,NULL
Front,$1.70,2022-06-28,US,San Francisco,Internet software, services,NULL,Sequoia Capital, Uncork Capital, Salesforce Ventures,NULL
Tessera Therapeutics,$1.69,2022-04-19,US,Cambridge,Health,NULL,NULL,Altitude Life Science Ventures, SoftBank Group, Alaska Permanent Fund,NULL
Unite Us,$1.60,2021-03-16,US,New York,Health,NULL,NULL,Insight Partners, Sequoia Capital, Index Ventures,NULL
CircleCI,$1.70,2021-11-05,US,San Francisco,Internet software, services,NULL,Threshold Ventures, Baseline Ventures, Harrison Metal,NULL
Wave,$1.70,2021-07-09,Senegal,Dakar,Fintech,NULL,NULL,Stripe, Founders Fund, Partech Partners,NULL
Vestiaire Collective,$1.70,2021-01-03,France,Paris,E-commerce, direct-to-consumer,NULL,Eurazeo, IDInvest Partners, Balderton Capital,NULL
Dragos,$1.70,2021-10-28,US,Hanover,Cybersecurity,NULL,NULL,DataTribe, Energy Impact Partners, AllegisCyber Capital,NULL
Reltio,$1.70,2021-04-11,US,Redwood City,Data management, analytics,NULL,Crosslink Capital, .406 Ventures, Sapphire Ventures,NULL
H2O.ai,$1.70,2021-07-11,US,Mountain View,Artificial intelligence,NULL,NULL,Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners,NULL
ZenBusiness,$1.70,2021-09-11,US,Austin,Fintech,NULL,NULL,Greycroft, Lerer Hippeau, Geekdom Fund,NULL
Carsome,$1.70,2021-12-07,Malaysia,Selangor,E-commerce, direct-to-consumer,NULL,Gobi Partners, 500 Startups, Ondine Capital,NULL
Productboard,$1.70,2022-02-02,US,San Francisco,Internet software, services,NULL,Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners,NULL
Spotter,$1.70,2022-02-16,US,Los Angeles,Fintech,NULL,NULL,SoftBank Group, Access Industries, Crossbeam Venture Partners,NULL
Optimism,$1.65,2022-03-17,US,San Francisco,Internet software, services,NULL,Paradigm, Huobi Ventures, Andreessen Horowitz,NULL
Incredible Health,$1.65,2022-08-17,US,San Francisco,Internet software, services,NULL,Obvious Ventures, Andreessen Horowitz, NFX,NULL
Jusfoun Big Data,$1.62,2018-09-07,China,Beijing,Data management, analytics,NULL,Boxin Capital, DT Capital Partners, IDG Capital,NULL
Transcarent,$1.62,2022-11-01,US,San Francisco,Health,NULL,NULL,Alta Partners, General Catalyst, Jove Equity Partners,NULL
DealShare,$1.70,2022-01-27,India,Bengaluru,E-commerce, direct-to-consumer,NULL,Alpha Wave Global, Matrix Partners India, Tiger Global Management,NULL
Zhubajie,$1.61,2015-06-16,China,Chongqing,Internet software, services,NULL,Cybernaut Growth Fund, IDG Capital,NULL,NULL
solarisBank,$1.65,2021-07-13,Germany,Berlin,Fintech,NULL,NULL,Yabeo Capital, SBI Investment, Vulcan Capital,NULL
DataStax,$1.60,2021-05-26,US,Santa Clara,Data management, analytics,NULL,Crosslink Capital, Meritech Capital Partners, Lightspeed Venture Partners,NULL
Infinidat,$1.60,2015-04-29,US,Waltham,Hardware,NULL,NULL,TPG Growth, Goldman Sachs,NULL,NULL
Afiniti,$1.60,2017-04-14,Bermuda,Hamilton,Artificial intelligence,NULL,NULL,GAM Holding,NULL,NULL,NULL
Cao Cao Mobility,$1.60,2018-01-17,China,Hangzhou,Auto, transportation,NULL,People Electrical Appliance Group China, Zhongrong International Trust,NULL,NULL
Verkada,$1.60,2020-01-29,US,San Mateo,Cybersecurity,NULL,NULL,next47, First Round Capital, Sequoia Capital,NULL
Clari,$2.60,2021-03-03,US,Sunnyvale,Internet software, services,NULL,Sequoia Capital, Bain Capital Ventures, enaya Capital,NULL
Tonal,$1.60,2021-03-31,US,San Francisco,E-commerce, direct-to-consumer,NULL,Mayfield Fund, Shasta Ventures, L Catterton,NULL
Clio,$1.60,2021-04-27,Canada,Burnaby,Internet software, services,NULL,OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures,NULL
SafetyCulture,$1.60,2021-03-05,Australia,Sydney,Internet software, services,NULL,Blackbird Ventures, IndexVentures, Tiger Global Management,NULL
Monte Carlo,$1.60,2022-05-24,US,San Francisco,Artificial intelligence,NULL,NULL,GGV Capital, Accel, Redpoint Ventures,NULL
Cresta,$1.60,2022-03-17,US,San Francisco,Artificial Intelligence,NULL,NULL,Andreessen Horowitz, Greylock Partners, Sequoia Capital,NULL
Extend,$1.36,2021-05-18,US,San Francisco,Fintech,NULL,NULL,GreatPoint Ventures, Meritech Capital Partners, PayPal Ventures,NULL
Generate Biomedicines,$1.36,2021-11-18,US,Cambridge,Health,NULL,NULL,Altitude Life Science Ventures. T. Rowe Price, Morningside Venture Partners,NULL,NULL
Cognite,$1.50,2021-05-19,Norway,Lysaker,Data management, analytics,NULL,Technology Crossover Ventures, Accel, Aker,NULL
ASAPP,$1.60,2021-05-19,US,New York,Artificial intelligence,NULL,NULL,March Capital Partners, HOF Capital, Emergence Capital Partners,NULL
SmartHR,$1.60,2021-08-06,Japan,Tokyo,Fintech,NULL,NULL,BEENEXT, World Innovation Lab, Light Street Capital,NULL
Mercury,$1.60,2021-03-07,US,San Francisco,Fintech,NULL,NULL,Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures,NULL
HomeLight,$1.70,2021-02-09,US,San Francisco,Fintech,NULL,NULL,Zeev Ventures, Menlo Ventures,Crosslink Capital,NULL
Truepill,$1.60,2021-10-27,US,Hayward,Health,NULL,NULL,Initialized Capital, Sound Ventures, TI Platform Management,NULL
ezCater,$1.60,2019-02-04,US,Boston,Supply chain, logistics, delivery,Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group,NULL
Wayflyer,$1.60,2022-01-02,Ireland,Dublin,Fintech,NULL,NULL,QED Investors, DST Global, Left Lane Capital,NULL
Capitolis,$1.60,2022-03-22,US,New York,Fintech,NULL,NULL,Sequoia Capital, Index Ventures, S Capital,NULL
Nord Security,$1.60,2022-07-04,Lithuania,Vilnius,Cybersecurity,NULL,NULL,General Catalyst, BaltCap, Novator Partners,NULL
Vanta,$1.60,2022-07-06,US,San Francisco,Cybersecurity,NULL,NULL,Craft Ventures, Sequoia Capital, Verissimo Ventures,NULL
Magic Eden,$1.60,2022-06-21,US,San Francisco,Fintech,NULL,NULL,Sequoia Capital, Lightspeed Venture Partners, Paradigm,NULL
Pave,$1.60,2022-06-28,US,San Francisco,Internet software, services,NULL,Y Combinator," 	Andreessen Horowitz", Bessemer Venture Partners,NULL
Promasidor Holdings,$1.59,2016-08-11,South Africa,Bryanston,Consumer, retail,NULL,IFC, Ajinomoto,NULL,NULL
ICON 3D,$1.57,2022-02-18,US,Austin,Hardware,NULL,NULL,Moderne Ventures, Oakhouse Partners, Bjarke Ingels Group,NULL
Baiwang,$1.55,2019-03-25,China,Beijing,Fintech,NULL,NULL,Guozhong Venture Capital Management, Shenzhen Capital Group, Oriental Fortune Capital,NULL
Iluvatar CoreX,$1.55,2021-01-03,China,Shanghai,Hardware,NULL,NULL,Centurium Capital, Cedarlake Capital, Unicom Innovation Venture Capital,NULL
Wenheyou,$1.55,2021-04-17,China,Hunan,Other,NULL,NULL,Sequoia Capital China, Warburg Pincus, IDG Capital,NULL
Kitopi,$1.55,2021-01-07,UAE,Dubai,Supply chain, logistics, delivery,CE-Ventures, BECO Capital, Nordstar,NULL
Loom,$1.53,2021-05-20,US,San Francisco,Internet software, services,NULL,Kleiner Perkins Caufield & Byers, Sequoia Capital, General Catalyst,NULL
Ximalaya FM,$1.52,2017-09-22,China,Shanghai,Mobile, telecommunications,NULL,China Creation Ventures, Sierra Ventures, Xingwang Investment Management,NULL
Carzone,$1.52,2019-01-03,China,Jiangsu,E-commerce, direct-to-consumer,NULL,Alibaba Group,Co-Stone Venture Capital, Buhuo Venture Capital,NULL
